isoform	gene	length
PB.20425.4	novelGene_206624	564
PB.20425.5	novelGene_206625	372
PB.20425.7	novelGene_206627	372
PB.20425.10	novelGene_206631	372
PB.20425.8	novelGene_206632	372
PB.20425.9	novelGene_206633	372
PB.20425.18	novelGene_206638	372
PB.20430.4	novelGene_206661	1803
PB.20430.14	novelGene_206669	1803
PB.20430.30	novelGene_206685	1803
PB.20433.7	novelGene_206741	618
PB.20433.17	novelGene_206750	381
PB.20447.1	novelGene_206857	651
PB.20447.2	novelGene_206858	651
PB.20447.3	novelGene_206859	651
PB.20447.6	novelGene_206862	651
PB.20447.4	novelGene_206863	651
PB.20447.5	novelGene_206864	651
PB.20450.6	novelGene_206894	1446
PB.20450.21	novelGene_206907	1446
PB.20450.26	novelGene_206910	561
PB.20450.27	novelGene_206911	597
PB.20461.1	novelGene_207023	1536
PB.20461.7	novelGene_207027	1131
PB.20461.9	novelGene_207028	1062
PB.20461.32	novelGene_207043	330
PB.20461.31	novelGene_207044	429
PB.20461.30	novelGene_207045	654
PB.20461.29	novelGene_207046	789
PB.20461.25	novelGene_207047	942
PB.20461.24	novelGene_207048	1341
PB.20461.23	novelGene_207049	1419
PB.20461.21	novelGene_207050	1536
PB.20461.27	novelGene_207052	711
PB.20461.14	novelGene_207056	1536
PB.20461.26	novelGene_207057	789
PB.20461.11	novelGene_207058	1461
PB.20461.20	novelGene_207059	1428
PB.20461.22	novelGene_207060	1131
PB.20461.49	novelGene_207068	789
PB.20461.48	novelGene_207069	942
PB.20485.2	novelGene_207150	1401
PB.20486.5	novelGene_207153	318
PB.20486.4	novelGene_207155	501
PB.20486.2	novelGene_207157	1176
PB.20488.54	novelGene_207212	729
PB.20488.55	novelGene_207214	729
PB.20488.56	novelGene_207215	729
PB.20488.58	novelGene_207217	516
PB.20487.2	novelGene_207219	792
PB.20502.4	novelGene_207262	426
PB.20519.5	novelGene_207299	3042
PB.20519.8	novelGene_207300	2865
PB.20519.10	novelGene_207301	3042
PB.20519.9	novelGene_207302	3042
PB.20519.12	novelGene_207305	3042
PB.20519.16	novelGene_207308	606
PB.20516.12	novelGene_207347	1065
PB.20516.14	novelGene_207348	1089
PB.20516.5	novelGene_207349	942
PB.20516.15	novelGene_207350	876
PB.20516.10	novelGene_207351	1089
PB.20516.11	novelGene_207352	1065
PB.20516.8	novelGene_207353	1089
PB.20516.28	novelGene_207359	1089
PB.20516.29	novelGene_207360	1089
PB.20516.41	novelGene_207378	1089
PB.20516.54	novelGene_207383	942
PB.20517.3	novelGene_207408	987
PB.20517.13	novelGene_207411	987
PB.20517.15	novelGene_207413	987
PB.20518.4	novelGene_207418	582
PB.20518.3	novelGene_207420	1464
PB.20527.4	novelGene_207478	420
PB.20527.3	novelGene_207479	576
PB.20527.2	novelGene_207480	798
PB.20527.1	novelGene_207481	1077
PB.20529.6	novelGene_207487	2814
PB.20529.8	novelGene_207489	2856
PB.20529.11	novelGene_207492	2814
PB.20529.54	novelGene_207536	711
PB.20529.56	novelGene_207538	603
PB.20529.58	novelGene_207540	486
PB.20529.59	novelGene_207541	426
PB.20530.2	novelGene_207570	828
PB.20530.4	novelGene_207571	1221
PB.20530.7	novelGene_207575	591
PB.20530.3	novelGene_207583	1182
PB.20530.17	novelGene_207585	1236
PB.20530.10	novelGene_207588	1236
PB.20530.19	novelGene_207589	1131
PB.20530.37	novelGene_207605	1026
PB.20530.41	novelGene_207609	930
PB.20530.44	novelGene_207612	849
PB.20530.45	novelGene_207613	747
PB.20530.46	novelGene_207614	567
PB.20530.47	novelGene_207615	393
PB.20531.1	novelGene_207623	1137
PB.20535.10	novelGene_207665	762
PB.20538.1	novelGene_207709	1038
PB.20538.4	novelGene_207712	1038
PB.20538.7	novelGene_207713	1038
PB.20538.6	novelGene_207715	1395
PB.20538.13	novelGene_207723	1038
PB.20538.12	novelGene_207724	1038
PB.20538.11	novelGene_207725	1038
PB.20538.10	novelGene_207727	1395
PB.20542.1	novelGene_207740	1320
PB.20542.13	novelGene_207752	1320
PB.20542.15	novelGene_207757	1320
PB.20548.1	novelGene_207820	1836
PB.20548.2	novelGene_207821	1836
PB.20548.3	novelGene_207822	1836
PB.20548.4	novelGene_207823	1836
PB.20549.10	novelGene_207836	1476
PB.20549.9	novelGene_207837	1476
PB.20549.11	novelGene_207838	1359
PB.20551.3	novelGene_207842	3009
PB.20551.4	novelGene_207843	2493
PB.20551.5	novelGene_207844	2970
PB.20551.6	novelGene_207845	2970
PB.20551.7	novelGene_207846	3006
PB.20552.9	novelGene_207855	435
PB.20552.8	novelGene_207858	1596
PB.20555.1	novelGene_207867	462
PB.20563.1	novelGene_207921	789
PB.20568.2	novelGene_207952	1473
PB.20568.12	novelGene_207963	1479
PB.20568.14	novelGene_207964	1596
PB.20568.13	novelGene_207965	753
PB.20568.17	novelGene_207966	1596
PB.20568.18	novelGene_207967	1479
PB.20568.19	novelGene_207968	1356
PB.20568.16	novelGene_207970	1596
PB.20568.21	novelGene_207972	753
PB.20569.3	novelGene_207980	348
PB.20570.5	novelGene_207987	1935
PB.20570.4	novelGene_207988	1935
PB.20570.3	novelGene_207989	1935
PB.20570.11	novelGene_207991	1935
PB.20573.4	novelGene_208001	963
PB.20573.5	novelGene_208002	336
PB.20573.6	novelGene_208003	336
PB.20571.11	novelGene_208013	1338
PB.20571.10	novelGene_208014	1368
PB.20571.9	novelGene_208015	603
PB.20571.12	novelGene_208016	603
PB.20571.16	novelGene_208017	633
PB.20571.19	novelGene_208018	603
PB.20571.14	novelGene_208019	603
PB.20571.15	novelGene_208020	603
PB.20571.18	novelGene_208021	1338
PB.20571.17	novelGene_208022	603
PB.20575.7	novelGene_208032	1128
PB.20576.3	novelGene_208052	360
PB.20576.18	novelGene_208058	360
PB.20576.13	novelGene_208062	2571
PB.20576.23	novelGene_208068	360
PB.20576.22	novelGene_208070	615
PB.20576.19	novelGene_208072	3213
PB.20588.14	novelGene_208108	387
PB.20581.4	novelGene_208113	1116
PB.20618.13	novelGene_208402	516
PB.20618.12	novelGene_208403	516
PB.20618.83	novelGene_208466	855
PB.20625.2	novelGene_208722	1062
PB.20625.3	novelGene_208723	666
PB.20625.4	novelGene_208724	369
PB.20629.1	novelGene_208741	3357
PB.20635.1	novelGene_208773	690
PB.20635.3	novelGene_208774	1242
PB.20635.2	novelGene_208776	1206
PB.20637.5	novelGene_208791	681
PB.20637.6	novelGene_208797	681
PB.20637.25	novelGene_208804	681
PB.20638.1	novelGene_208811	933
PB.20638.7	novelGene_208813	354
PB.20638.3	novelGene_208816	315
PB.20638.4	novelGene_208818	354
PB.20638.6	novelGene_208819	972
PB.20638.10	novelGene_208820	354
PB.20639.3	novelGene_208827	1155
PB.20639.5	novelGene_208829	1155
PB.20639.6	novelGene_208830	1155
PB.20639.9	novelGene_208834	1155
PB.20639.11	novelGene_208835	1155
PB.20640.1	novelGene_208837	303
PB.20644.3	novelGene_208845	951
PB.20644.14	novelGene_208857	1212
PB.20644.16	novelGene_208858	1212
PB.20644.18	novelGene_208865	450
PB.20644.17	novelGene_208866	735
PB.20644.32	novelGene_208874	453
PB.20646.2	novelGene_208905	648
PB.20646.10	novelGene_208907	903
PB.20650.1	novelGene_208924	1191
PB.20650.2	novelGene_208925	1191
PB.20650.3	novelGene_208926	978
PB.20650.4	novelGene_208927	768
PB.20656.3	novelGene_208953	3039
PB.20656.4	novelGene_208954	2961
PB.20660.5	novelGene_208971	1737
PB.20661.1	novelGene_208974	4101
PB.20661.5	novelGene_208978	2868
PB.20661.9	novelGene_208982	2280
PB.20664.13	novelGene_208989	402
PB.20664.12	novelGene_208990	549
PB.20664.11	novelGene_208991	678
PB.20664.9	novelGene_208993	732
PB.20664.7	novelGene_208999	732
PB.20666.3	novelGene_209014	1746
PB.20666.4	novelGene_209016	714
PB.20666.6	novelGene_209018	1086
PB.20666.8	novelGene_209020	1086
PB.20666.9	novelGene_209021	1782
PB.20666.5	novelGene_209022	1086
PB.20666.12	novelGene_209024	1782
PB.20666.17	novelGene_209029	336
PB.20667.2	novelGene_209031	339
PB.20668.1	novelGene_209032	600
PB.20668.2	novelGene_209033	600
PB.20668.5	novelGene_209036	351
PB.20673.1	novelGene_209041	513
PB.20670.1	novelGene_209047	519
PB.20670.7	novelGene_209050	306
PB.20670.6	novelGene_209051	450
PB.20670.5	novelGene_209052	654
PB.20670.4	novelGene_209053	654
PB.20670.3	novelGene_209054	753
PB.20672.1	novelGene_209056	375
PB.20672.3	novelGene_209060	375
PB.20678.7	novelGene_209067	402
PB.20675.2	novelGene_209073	363
PB.20681.1	novelGene_209151	1167
PB.20681.3	novelGene_209153	828
PB.20681.4	novelGene_209154	678
PB.20681.5	novelGene_209155	828
PB.20681.8	novelGene_209158	1167
PB.20681.9	novelGene_209159	828
PB.20681.11	novelGene_209161	678
PB.20681.15	novelGene_209165	828
PB.20681.16	novelGene_209166	828
PB.20681.17	novelGene_209167	828
PB.20681.18	novelGene_209168	447
PB.20681.20	novelGene_209170	447
PB.20681.21	novelGene_209171	447
PB.20681.23	novelGene_209173	447
PB.20681.26	novelGene_209176	333
PB.20685.33	novelGene_209245	5610
PB.20685.35	novelGene_209246	624
PB.20691.4	novelGene_209338	894
PB.20691.3	novelGene_209340	894
PB.20691.2	novelGene_209341	894
PB.20690.4	novelGene_209345	1344
PB.20690.6	novelGene_209347	1275
PB.20692.5	novelGene_209353	1182
PB.20692.14	novelGene_209370	522
PB.20692.56	novelGene_209389	399
PB.20692.32	novelGene_209393	1128
PB.20692.46	novelGene_209394	1161
PB.20692.34	novelGene_209400	1128
PB.20692.47	novelGene_209402	1161
PB.20693.1	novelGene_209409	345
PB.20693.5	novelGene_209410	696
PB.20693.3	novelGene_209412	2496
PB.20693.2	novelGene_209413	1197
PB.20693.8	novelGene_209414	873
PB.20702.4	novelGene_209426	2862
PB.20702.5	novelGene_209433	3210
PB.20702.15	novelGene_209435	3210
PB.20702.7	novelGene_209440	3210
PB.20702.9	novelGene_209441	2625
PB.20702.8	novelGene_209444	3210
PB.20702.40	novelGene_209463	2079
PB.20702.41	novelGene_209464	1452
PB.20702.42	novelGene_209465	1452
PB.20702.44	novelGene_209467	1452
PB.20702.45	novelGene_209468	1452
PB.20702.47	novelGene_209469	1296
PB.20702.46	novelGene_209470	1296
PB.20702.62	novelGene_209486	627
PB.20705.35	novelGene_209581	1509
PB.20705.57	novelGene_209602	897
PB.20705.56	novelGene_209603	567
PB.20713.4	novelGene_209729	1149
PB.20713.7	novelGene_209731	1590
PB.20713.8	novelGene_209732	1470
PB.20713.6	novelGene_209735	1656
PB.20713.14	novelGene_209739	1149
PB.20713.13	novelGene_209741	1581
PB.20713.11	novelGene_209742	1590
PB.20713.18	novelGene_209743	1590
PB.20720.7	novelGene_209769	315
PB.20726.4	novelGene_209784	855
PB.20726.3	novelGene_209785	1068
PB.20727.2	novelGene_209867	1002
PB.20727.1	novelGene_209868	1077
PB.20727.8	novelGene_209869	1164
PB.20727.9	novelGene_209870	1098
PB.20727.10	novelGene_209871	1023
PB.20729.11	novelGene_209882	594
PB.20729.1	novelGene_209892	1500
PB.20729.18	novelGene_209893	3588
PB.20729.20	novelGene_209896	1656
PB.20733.3	novelGene_209952	795
PB.20733.16	novelGene_209959	333
PB.20733.15	novelGene_209961	375
PB.20733.12	novelGene_209962	585
PB.20733.11	novelGene_209963	648
PB.20739.7	novelGene_209976	1677
PB.20741.2	novelGene_209981	1239
PB.20741.8	novelGene_209985	1239
PB.20741.7	novelGene_209986	1239
PB.20741.5	novelGene_209987	1239
PB.20741.10	novelGene_209992	1239
PB.20746.1	novelGene_209999	678
PB.20746.5	novelGene_210004	678
PB.20746.15	novelGene_210012	759
PB.20746.14	novelGene_210013	594
PB.20746.16	novelGene_210014	678
PB.20746.18	novelGene_210016	573
PB.20746.19	novelGene_210017	489
PB.20746.20	novelGene_210018	489
PB.20746.22	novelGene_210020	672
PB.20749.7	novelGene_210058	399
PB.20749.3	novelGene_210059	534
PB.20778.1	novelGene_210144	1779
PB.20778.4	novelGene_210147	1779
PB.20776.14	novelGene_210173	1116
PB.20776.17	novelGene_210174	1116
PB.20776.13	novelGene_210176	2046
PB.20776.21	novelGene_210177	2112
PB.20776.25	novelGene_210181	1116
PB.20776.27	novelGene_210185	354
PB.20776.32	novelGene_210190	2046
PB.20776.31	novelGene_210191	2046
PB.20776.37	novelGene_210194	858
PB.20776.45	novelGene_210204	1116
PB.20776.42	novelGene_210206	2046
PB.20776.41	novelGene_210208	2046
PB.20776.56	novelGene_210212	2046
PB.20776.58	novelGene_210213	858
PB.20776.59	novelGene_210215	2046
PB.20777.1	novelGene_210227	768
PB.20777.6	novelGene_210232	768
PB.20777.29	novelGene_210255	603
PB.20780.3	novelGene_210270	3420
PB.20780.20	novelGene_210276	3420
PB.20782.2	novelGene_210316	966
PB.20782.5	novelGene_210319	966
PB.20782.15	novelGene_210328	966
PB.20782.16	novelGene_210329	882
PB.20782.24	novelGene_210332	306
PB.20782.40	novelGene_210340	783
PB.20782.23	novelGene_210341	522
PB.20782.39	novelGene_210342	966
PB.20782.33	novelGene_210343	966
PB.20782.36	novelGene_210344	783
PB.20782.20	novelGene_210345	522
PB.20782.26	novelGene_210349	966
PB.20782.28	novelGene_210350	711
PB.20782.29	novelGene_210351	909
PB.20782.30	novelGene_210352	783
PB.20782.31	novelGene_210353	783
PB.20782.34	novelGene_210354	717
PB.20782.9	novelGene_210355	966
PB.20782.38	novelGene_210356	498
PB.20782.43	novelGene_210357	450
PB.20782.46	novelGene_210360	783
PB.20782.47	novelGene_210361	966
PB.20782.55	novelGene_210372	783
PB.20782.57	novelGene_210374	783
PB.20782.62	novelGene_210379	714
PB.20782.63	novelGene_210380	666
PB.20782.64	novelGene_210381	522
PB.20782.65	novelGene_210382	450
PB.20784.5	novelGene_210408	1179
PB.20784.4	novelGene_210409	1179
PB.20784.8	novelGene_210411	1179
PB.20784.15	novelGene_210418	1581
PB.20784.22	novelGene_210425	636
PB.20784.23	novelGene_210426	471
PB.20784.24	novelGene_210427	399
PB.20785.4	novelGene_210450	468
PB.20785.3	novelGene_210451	468
PB.20785.6	novelGene_210453	468
PB.20788.4	novelGene_210465	666
PB.20788.6	novelGene_210466	495
PB.20788.12	novelGene_210470	495
PB.20788.5	novelGene_210472	666
PB.20792.5	novelGene_210523	327
PB.20792.2	novelGene_210524	327
PB.20792.3	novelGene_210525	327
PB.20792.4	novelGene_210526	327
PB.20790.2	novelGene_210535	1869
PB.20790.3	novelGene_210536	1869
PB.20790.6	novelGene_210540	1869
PB.20791.1	novelGene_210546	1419
PB.20791.3	novelGene_210548	1635
PB.20793.5	novelGene_210566	1665
PB.20793.3	novelGene_210567	1665
PB.20793.12	novelGene_210572	357
PB.20794.4	novelGene_210600	1215
PB.20794.8	novelGene_210602	1014
PB.20794.5	novelGene_210603	1311
PB.20794.6	novelGene_210604	1215
PB.20794.14	novelGene_210610	1311
PB.20796.1	novelGene_210623	342
PB.20805.6	novelGene_210637	789
PB.20805.4	novelGene_210638	789
PB.20805.17	novelGene_210649	906
PB.20805.18	novelGene_210650	906
PB.20803.24	novelGene_210666	450
PB.20803.14	novelGene_210668	888
PB.20803.20	novelGene_210674	1167
PB.20803.28	novelGene_210677	450
PB.20803.15	novelGene_210678	450
PB.20803.26	novelGene_210680	444
PB.20803.42	novelGene_210694	444
PB.20803.43	novelGene_210695	444
PB.20803.45	novelGene_210697	444
PB.20803.48	novelGene_210700	444
PB.20803.49	novelGene_210701	444
PB.20803.50	novelGene_210702	444
PB.20803.51	novelGene_210703	444
PB.20803.52	novelGene_210704	444
PB.20803.53	novelGene_210705	444
PB.20803.54	novelGene_210706	444
PB.20803.55	novelGene_210707	444
PB.20809.2	novelGene_210768	999
PB.20822.7	novelGene_210820	486
PB.20824.2	novelGene_210825	2187
PB.20828.1	novelGene_210828	390
PB.20833.4	novelGene_210858	756
PB.20833.7	novelGene_210862	1101
PB.20833.21	novelGene_210876	411
PB.20837.16	novelGene_211001	678
PB.20841.2	novelGene_211068	2034
PB.20841.5	novelGene_211070	2034
PB.20841.7	novelGene_211071	2034
PB.20840.3	novelGene_211099	954
PB.20840.5	novelGene_211104	2547
PB.20843.4	novelGene_211109	699
PB.20844.2	novelGene_211122	771
PB.20844.9	novelGene_211126	771
PB.20849.2	novelGene_211134	561
PB.20849.3	novelGene_211135	561
PB.20849.8	novelGene_211138	561
PB.20849.9	novelGene_211139	561
PB.20849.10	novelGene_211140	561
PB.20849.12	novelGene_211143	1233
PB.20849.14	novelGene_211145	561
PB.20849.16	novelGene_211146	561
PB.20849.18	novelGene_211148	561
PB.20851.5	novelGene_211163	1539
PB.20851.18	novelGene_211172	1539
PB.20851.22	novelGene_211174	771
PB.20851.21	novelGene_211177	1377
PB.20851.25	novelGene_211179	1539
PB.20851.26	novelGene_211180	1539
PB.20851.27	novelGene_211181	1539
PB.20851.28	novelGene_211182	1377
PB.20851.29	novelGene_211183	1539
PB.20853.1	novelGene_211199	1182
PB.20859.1	novelGene_211201	411
PB.20872.18	novelGene_211271	3204
PB.20872.15	novelGene_211280	3204
PB.20872.9	novelGene_211281	3204
PB.20872.20	novelGene_211283	2823
PB.20872.25	novelGene_211288	3204
PB.20872.36	novelGene_211302	2715
PB.20872.37	novelGene_211303	2442
PB.20872.39	novelGene_211305	2175
PB.20872.46	novelGene_211312	1884
PB.20872.51	novelGene_211317	1584
PB.20872.62	novelGene_211328	720
PB.20872.64	novelGene_211330	561
PB.20872.67	novelGene_211333	396
PB.20872.68	novelGene_211334	396
PB.20872.71	novelGene_211337	303
PB.20880.10	novelGene_211386	3591
PB.20880.12	novelGene_211388	3285
PB.20880.40	novelGene_211416	1701
PB.20884.4	novelGene_211438	1641
PB.20884.12	novelGene_211443	1641
PB.20884.11	novelGene_211444	2154
PB.20884.10	novelGene_211445	1719
PB.20884.15	novelGene_211450	2154
PB.20884.23	novelGene_211454	1230
PB.20887.2	novelGene_211474	1212
PB.20887.10	novelGene_211483	1212
PB.20887.23	novelGene_211497	1212
PB.20887.27	novelGene_211498	780
PB.20887.28	novelGene_211499	1212
PB.20890.7	novelGene_211506	1590
PB.20890.5	novelGene_211508	1590
PB.20890.6	novelGene_211509	1590
PB.20890.12	novelGene_211513	1590
PB.20890.15	novelGene_211517	1590
PB.20890.21	novelGene_211526	558
PB.20890.26	novelGene_211527	441
PB.20890.27	novelGene_211528	1590
PB.20890.28	novelGene_211529	579
PB.20890.30	novelGene_211531	1590
PB.20890.34	novelGene_211535	441
PB.20890.60	novelGene_211561	852
PB.20890.62	novelGene_211565	384
PB.20891.28	novelGene_211611	1713
PB.20891.32	novelGene_211614	648
PB.20891.31	novelGene_211615	951
PB.20893.14	novelGene_211685	2223
PB.20893.24	novelGene_211688	1509
PB.20893.27	novelGene_211689	786
PB.20899.2	novelGene_211775	402
PB.20901.1	novelGene_211779	3489
PB.20901.6	novelGene_211783	3501
PB.20901.8	novelGene_211786	3489
PB.20901.36	novelGene_211813	2262
PB.20901.37	novelGene_211814	2160
PB.20901.39	novelGene_211816	1776
PB.20901.40	novelGene_211817	927
PB.20901.41	novelGene_211818	1341
PB.20901.42	novelGene_211819	1020
PB.20901.43	novelGene_211820	1020
PB.20901.44	novelGene_211821	981
PB.20901.46	novelGene_211823	825
PB.20901.48	novelGene_211825	687
PB.20901.49	novelGene_211826	570
PB.20901.50	novelGene_211827	570
PB.20901.55	novelGene_211832	471
PB.20902.1	novelGene_211847	936
PB.20902.2	novelGene_211848	1158
PB.20902.4	novelGene_211850	1278
PB.20902.5	novelGene_211851	1263
PB.20902.7	novelGene_211853	1263
PB.20902.8	novelGene_211854	939
PB.20902.9	novelGene_211855	759
PB.20902.11	novelGene_211856	543
PB.20902.10	novelGene_211857	759
PB.20902.12	novelGene_211858	759
PB.20902.13	novelGene_211859	543
PB.20902.14	novelGene_211860	543
PB.20902.15	novelGene_211861	543
PB.20902.17	novelGene_211863	468
PB.20902.19	novelGene_211865	327
PB.20902.20	novelGene_211866	327
PB.20908.4	novelGene_211906	318
PB.20916.1	novelGene_211958	897
PB.20916.3	novelGene_211960	840
PB.20916.4	novelGene_211961	840
PB.20916.5	novelGene_211962	840
PB.20916.7	novelGene_211964	840
PB.20916.8	novelGene_211965	363
PB.20919.4	novelGene_211981	480
PB.20919.6	novelGene_211982	480
PB.20919.5	novelGene_211985	699
PB.20919.9	novelGene_211986	573
PB.20919.2	novelGene_211987	669
PB.20920.2	novelGene_212006	675
PB.20922.6	novelGene_212028	393
PB.20922.5	novelGene_212029	570
PB.20922.4	novelGene_212030	921
PB.20922.2	novelGene_212032	1194
PB.20927.2	novelGene_212063	993
PB.20927.5	novelGene_212065	1134
PB.20927.6	novelGene_212067	1017
PB.20903.2	novelGene_212072	474
PB.20903.5	novelGene_212075	1065
PB.20903.4	novelGene_212076	1065
PB.20903.7	novelGene_212077	1014
PB.20903.10	novelGene_212080	1014
PB.20931.6	novelGene_212120	1062
PB.20931.8	novelGene_212124	1062
PB.20931.29	novelGene_212131	1062
PB.20931.30	novelGene_212132	1062
PB.20931.31	novelGene_212133	1062
PB.20931.33	novelGene_212135	1062
PB.20931.27	novelGene_212136	1062
PB.20932.9	novelGene_212152	741
PB.20932.6	novelGene_212155	1320
PB.20932.4	novelGene_212156	1320
PB.20932.3	novelGene_212157	696
PB.20932.18	novelGene_212159	348
PB.20932.22	novelGene_212161	471
PB.20932.20	novelGene_212162	582
PB.20932.21	novelGene_212163	633
PB.20932.19	novelGene_212164	1029
PB.20932.17	novelGene_212165	1554
PB.20934.31	novelGene_212211	579
PB.20934.29	novelGene_212212	792
PB.20934.27	novelGene_212214	1146
PB.20934.26	novelGene_212215	1200
PB.20934.25	novelGene_212217	1335
PB.20934.20	novelGene_212218	1458
PB.20934.15	novelGene_212223	1458
PB.20934.11	novelGene_212226	1458
PB.20934.8	novelGene_212227	1458
PB.20934.7	novelGene_212230	1458
PB.20934.17	novelGene_212231	1335
PB.20934.12	novelGene_212232	1458
PB.20934.10	novelGene_212237	1200
PB.20934.54	novelGene_212243	1458
PB.20936.12	novelGene_212267	306
PB.20936.11	novelGene_212268	375
PB.20936.7	novelGene_212270	1272
PB.20936.10	novelGene_212272	1272
PB.20936.5	novelGene_212273	1272
PB.20936.9	novelGene_212276	1272
PB.20939.6	novelGene_212292	1149
PB.20939.10	novelGene_212296	570
PB.20939.11	novelGene_212297	1149
PB.20938.1	novelGene_212299	2118
PB.20938.3	novelGene_212300	2118
PB.20938.5	novelGene_212302	2139
PB.20938.6	novelGene_212303	2139
PB.20938.8	novelGene_212305	2040
PB.20938.9	novelGene_212306	2019
PB.20938.25	novelGene_212322	1860
PB.20940.2	novelGene_212334	510
PB.20940.3	novelGene_212335	510
PB.20940.4	novelGene_212336	510
PB.20940.5	novelGene_212337	510
PB.20940.7	novelGene_212339	510
PB.20940.9	novelGene_212341	510
PB.20940.11	novelGene_212343	333
PB.20940.12	novelGene_212344	333
PB.20940.13	novelGene_212345	390
PB.20941.10	novelGene_212357	540
PB.20944.1	novelGene_212361	948
PB.20944.9	novelGene_212376	1473
PB.20945.2	novelGene_212394	1539
PB.20945.6	novelGene_212398	1335
PB.20945.7	novelGene_212399	684
PB.20945.12	novelGene_212404	1509
PB.20945.11	novelGene_212405	1539
PB.20945.20	novelGene_212412	1509
PB.20945.31	novelGene_212423	1017
PB.20945.42	novelGene_212434	567
PB.20945.44	novelGene_212436	462
PB.20954.1	novelGene_212530	2772
PB.20953.6	novelGene_212542	486
PB.20953.9	novelGene_212544	570
PB.20953.7	novelGene_212545	450
PB.20953.17	novelGene_212548	486
PB.20953.12	novelGene_212552	486
PB.20953.15	novelGene_212553	450
PB.20953.19	novelGene_212554	762
PB.20953.22	novelGene_212556	486
PB.20953.23	novelGene_212559	396
PB.20953.27	novelGene_212562	351
PB.20958.2	novelGene_212582	1929
PB.20958.5	novelGene_212585	1377
PB.20960.2	novelGene_212588	1161
PB.20960.6	novelGene_212591	1071
PB.20960.7	novelGene_212593	609
PB.20960.9	novelGene_212594	1161
PB.20960.11	novelGene_212596	1161
PB.20960.12	novelGene_212597	609
PB.20960.15	novelGene_212599	1161
PB.20960.14	novelGene_212600	786
PB.20960.20	novelGene_212602	420
PB.20960.17	novelGene_212606	786
PB.20960.22	novelGene_212609	1161
PB.20960.25	novelGene_212610	1161
PB.20960.26	novelGene_212611	492
PB.20960.35	novelGene_212615	1161
PB.20960.34	novelGene_212616	1071
PB.20960.28	novelGene_212617	609
PB.20960.31	novelGene_212619	1071
PB.20960.32	novelGene_212620	1092
PB.20960.33	novelGene_212621	729
PB.20960.30	novelGene_212622	1161
PB.20960.41	novelGene_212626	1065
PB.20960.43	novelGene_212628	1065
PB.20960.46	novelGene_212631	1065
PB.20960.47	novelGene_212632	1065
PB.20960.48	novelGene_212633	1065
PB.20960.50	novelGene_212636	1065
PB.20960.58	novelGene_212651	786
PB.20960.60	novelGene_212652	786
PB.20960.61	novelGene_212653	786
PB.20960.62	novelGene_212654	609
PB.20960.59	novelGene_212655	786
PB.20960.63	novelGene_212656	651
PB.20960.64	novelGene_212657	609
PB.20960.65	novelGene_212658	609
PB.20960.66	novelGene_212659	609
PB.20960.67	novelGene_212660	492
PB.20960.70	novelGene_212663	327
PB.20960.73	novelGene_212666	366
PB.20960.76	novelGene_212669	366
PB.20960.80	novelGene_212673	366
PB.20960.81	novelGene_212674	366
PB.20962.1	novelGene_212688	2394
PB.20962.5	novelGene_212693	2553
PB.20962.9	novelGene_212696	2553
PB.20962.11	novelGene_212698	2553
PB.20962.14	novelGene_212701	1320
PB.20962.15	novelGene_212702	1320
PB.20962.16	novelGene_212704	1161
PB.20971.2	novelGene_212755	2349
PB.20971.12	novelGene_212765	915
PB.20973.1	novelGene_212777	702
PB.20976.1	novelGene_212789	1074
PB.20976.2	novelGene_212790	1287
PB.20977.2	novelGene_212793	468
PB.20977.3	novelGene_212794	360
PB.20977.7	novelGene_212798	327
PB.20977.9	novelGene_212799	360
PB.20977.6	novelGene_212800	531
PB.20977.5	novelGene_212801	474
PB.20983.14	novelGene_212807	555
PB.20983.13	novelGene_212808	765
PB.20983.12	novelGene_212809	765
PB.20983.6	novelGene_212813	765
PB.20983.9	novelGene_212814	765
PB.20983.21	novelGene_212817	765
PB.20983.15	novelGene_212818	1383
PB.20983.19	novelGene_212820	1383
PB.20983.16	novelGene_212821	1383
PB.20983.22	novelGene_212823	765
PB.20986.6	novelGene_212858	786
PB.20986.5	novelGene_212859	1131
PB.20986.10	novelGene_212862	681
PB.20986.8	novelGene_212863	1467
PB.20986.12	novelGene_212865	366
PB.20986.14	novelGene_212866	366
PB.20986.13	novelGene_212867	636
PB.20986.17	novelGene_212868	879
PB.20986.16	novelGene_212870	1608
PB.20986.25	novelGene_212871	552
PB.20986.24	novelGene_212872	636
PB.20986.23	novelGene_212873	636
PB.20986.22	novelGene_212874	636
PB.20986.21	novelGene_212876	1425
PB.20986.27	novelGene_212879	1131
PB.20986.26	novelGene_212880	1131
PB.20989.25	novelGene_212925	849
PB.20994.3	novelGene_212936	1275
PB.20994.4	novelGene_212937	1275
PB.20994.5	novelGene_212938	1275
PB.21013.3	novelGene_213048	933
PB.21012.1	novelGene_213144	537
PB.21018.4	novelGene_213154	435
PB.21018.14	novelGene_213158	435
PB.21018.18	novelGene_213164	435
PB.21018.24	novelGene_213168	435
PB.21018.36	novelGene_213180	435
PB.21018.37	novelGene_213181	435
PB.21018.44	novelGene_213188	435
PB.21018.45	novelGene_213189	435
PB.21026.12	novelGene_213319	423
PB.21026.17	novelGene_213320	423
PB.21026.18	novelGene_213321	423
PB.21026.32	novelGene_213335	423
PB.21026.33	novelGene_213336	423
PB.21026.34	novelGene_213337	423
PB.21026.39	novelGene_213341	306
